dlga_start:magic_azziz_a1|응? 또 당신이군? 뭘 가지고 왔나? 뭐지 이건? 킁-킁... 나에게 줄 와인은?
dlga_magic_azziz_a1:magic_weapon_a3|와인? 좋아.. 여기 와인을 가지고 왔네.
dlga_magic_azziz_a1:close_window|[거짓말을 한다.] 아니. 와인을 가지고 오지 않았어
dlga_magic_weapon_a3:magic_azziz_a3|[부릅!]아아아! 니가 이겼어.. 그래! 이거야.. 이거! [쿨쿨...]
dlga_magic_azziz_a3:close_window|이봐! 당신!! 일어나, 이 미친놈아!
dlga_start:close_window.4|에? 또 당신이군.. 와인은 가지고 왔나? 와인이 없어?? 잘 가시게, 그럼!
dlga_start:magic_azziz_7|에? 또 당신이군.. 다른 거라도?
dlga_magic_azziz_7:magic_azziz_9|혹시... 내 물품 목록을 둘러보겠나. (해당 아이템을 착용하지 말고 인벤토리에 보관)
dlga_magic_azziz_9:magic_azziz_8|에? 내가 뭘 할 수 있는지 보자고.. 흠... 네가 가진 장비의 소켓에 보석들 중 하나를 박아줄 수 있겠군.
dlga_magic_azziz_8:close_window|이상한 룬 도끼에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.1|이상한 룬 도끼에 루비를 박는다.
dlga_magic_azziz_8:close_window.2|이상한 룬 도끼에 에메랄드를 박는다.
dlga_magic_azziz_8:close_window.3|이상한 룬 글레이브에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.4|이상한 룬 글레이브에 루비를 박는다.
dlga_magic_azziz_8:close_window.5|이상한 룬 글레이브에 에메랄드를 박는다.
dlga_magic_azziz_8:close_window.6|이상한 룬 한손검에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.7|이상한 룬 한손검에 루비를 박는다.
dlga_magic_azziz_8:close_window.8|이상한 룬 한손검에 에메랄드를 박는다.
dlga_magic_azziz_8:close_window.9|이상한 룬 활에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.10|이상한 룬 활에 루비를 박는다.
dlga_magic_azziz_8:close_window.11|이상한 룬 활에 에메랄드를 박는다.
dlga_magic_azziz_8:close_window.12|이상한 룬 양손검에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.13|이상한 룬 양손검에 루비를 박는다.
dlga_magic_azziz_8:close_window.14|이상한 룬 양손검에 에메랄드를 박는다.
dlga_magic_azziz_8:close_window.15|신비한 룬 판금갑옷에 사파이어를 박는다.
dlga_magic_azziz_8:close_window.16|신비한 룬 판금갑옷에 루비를 박는다.
dlga_magic_azziz_8:close_window.17|신비한 룬 판금갑옷에 에메랄드를 박는다.
dlga_magic_azziz_8:magic_azziz_10|...
dlga_magic_azziz_10:magic_azziz_11|그리고?
dlga_magic_azziz_11:magic_azziz_12|인내심 좀 가져.. 흠 ... ^^ ... 쿠알리스 ... 룬 무기 ... 와인 ... 충분치 않아.
dlga_magic_azziz_12:close_window|이거 미쳤군. 난 당장 떠나야겠어.
dlga_award_fief_to_vassal:award_fief_to_vassal_defer|영주의 임명은 잠시 보류할 걸세.
dlga_award_fief_to_vassal_defer:close_window|{reg63?전하:마마}의 뜻대로. 후에 이 문제를 결정하실 수 있습니다.
dlga_award_fief_to_vassal_2:close_window|{reg63?전하:마마}의 뜻대로. {reg6?제:{reg7?당신:{s11}}}이(가) {s1}의 새로운 {reg3?영주:영주}가 될 것입니다.
dlga_event_triggered:center_captured_rebellion|{s1}는 아무도 소유하고 있지 않소. 누구에게 맡겨야 하겠소?
dlga_center_captured_rebellion:center_captured_rebellion_2|{s11}. {s1}
dlga_center_captured_rebellion:center_captured_rebellion_2.1|부탁드립니다, {s65}. 제가 {s1}를 소유하고 싶군요. (영지: {s0})
dlga_center_captured_rebellion:center_captured_rebellion_2.2|{s66}, 당신이 {s1}을 다스리시오. (영지: {s0})
dlga_center_captured_rebellion_2:close_window|흠, 알겠소. {playername}. 나는 당신의 의견을 높이 평가하오. {reg6?나:{reg7?당신:{s11}}}이(가) 새로운 {s1}의 {reg3?영주:영주}가 될 것이오.
dlga_start:fighter_talk|안녕하시오. 우리는 전투 능력을 기르기 위해 여기서 약간의 대련을 하고 있소. 당신도 훈련받은 사람이로군. 우리와 함께 하시겠소? 몇 가지 기술을 보여드릴 수 있다오. 그리고 전술에 대해 궁금하다면, 질문만 하시오, 바로 최선을 다해 알려드리리다.
dlga_start:fighter_talk.1|무엇을 연습하고 싶소?
dlga_fighter_pretalk:fighter_talk|어떤 훈련을 해보고 싶은 지 말해주겠소?
dlga_fighter_talk:fighter_talk_train_attack|공격 연습을 해보고 싶습니다.
dlga_fighter_talk:fighter_talk_train_parry|제 무기로 공격을 막는 연습을 해보고 싶습니다.
dlga_fighter_talk:fighter_talk_train_combat|가서 실전 연습을 해보고 싶습니다!
dlga_fighter_talk:close_window|[떠난다]
dlga_fighter_talk_train_attack:fighter_talk_train_attack_2|좋아. 공격하는 방법은 4가지가 있네. 머리 위로 상단 공격, 오른쪽 공격, 왼쪽 공격 그리고 찌르기. 이제, 내가 어느 방향으로 공격할 지를 말해주겠네, 그럼 자네가 맞는 방향의 공격을 해보게. ^^(마우스 왼쪽 클릭을 하면서, 특정 방향으로 마우스를 움직여보시오. 예를 들어, 상단 공격을 하려면, 마우스를 위쪽으로 이동시키며 왼쪽 클릭을 하면 됩니다. 스크린의 아이콘이 당신이 맞는 공격을 수행했는지 도움을 줄 것입니다.)
dlga_fighter_talk_train_attack_2:close_window|그럼 시작하십시오. 전 준비가 됐습니다.
dlga_fighter_talk_train_attack_2:fighter_pretalk|사실은 다른 것을 해보고 싶습니다.
dlga_fighter_talk_train_parry:fighter_talk_train_parry_2|방패 없이, 무기로 방어할 때는 오직 한 방향에서만 오는 공격만 막을 수 있소. 예를 들어 막아 올렸다면, 당신은 머리 위에서 베는 공격을 막을 수 있을테지만, 측면 베기나 찌르기는 막을 수 없소. ^^(당신이 공격을 막기 위해서는 오른쪽 버튼을 누르고 있어야 합니다.)
dlga_fighter_talk_train_parry_2:fighter_talk_train_parry_3|난 이제 다른 타입의 공격을 할 것이오, 당신은 공격받기 전에 맞는 방향으로 방어하시오. 당신이 가능한한 맞게 방어해보시오. ^^(이 연습은 세팅에서 디폴트로 지정된 막는 방향 설정을 자동으로 두면 쉽습니다. 만약 설정을 키보드나 마우스로 설정하시게 되면 수동으로 방향을 지정해야 합니다. 이런 설정은 더 까다롭지만, 게임의 흥미를 높여줄 수 있습니다. 이 연습은 수동 설정을 연습하는데 유용할 것입니다.)
dlga_fighter_talk_train_parry_3:close_window|그럼 시작하십시오. 전 준비가 됐습니다.
dlga_fighter_talk_train_parry_3:fighter_pretalk|사실은 다른 것을 해보고 싶습니다.
dlga_fighter_talk_train_combat:fighter_talk_train_combat_2|스파링은 근접전을 위한 최고의 연습 방법이라오. 우리는 지금부터 치명적이지 않은 무기로 서로와 겨룰 것이오, 한 명이 땅에 쓰러질 때까지. 물론 당신은 상처를 입을 수도 있소, 하지만 진짜 무기로 베이는 것보다 나을 것이오.
dlga_fighter_talk_train_combat_2:close_window|L지금 당장 시작하죠. 난 준비됐습니다.
dlga_fighter_talk_train_combat_2:fighter_pretalk|사실은 다른 것을 해보고 싶습니다.
dlga_start:fighter_parry_try_again|좋군. 당신을 내 공격을 성공적으로 막았소. 당신은 이 연습을 반복할 것이고 매 시간마다 더 빨리 하게 될 것이오. 이 기술이 충분히 습득되기 전까지 말이오. 다시 한번 하길 원하시오?
dlga_start:fighter_parry_try_again.1|글쎄... 영 시원치 않군, 그렇지 않소? (기억하십시오, 당신이 반드시 오른쪽 마우스 버튼을 누르고 있어야 효과적으로 방어가 됩니다.) 다시 하길 원하시오?
dlga_fighter_parry_try_again:fighter_talk_train_parry|좋아. 한번 더 해보지.
dlga_fighter_parry_try_again:fighter_talk_leave_parry|아뇨, 지금은 됐습니다.
dlga_start:fighter_parry_warn|이보시오! 당신은 방어 연습 중이잖소, 친구! 당신은 내 공격을 막아야 할테니, 다신 날 공격하지 마시오.
dlga_fighter_parry_warn:fighter_talk_train_parry|미안합니다. 다시 한번 하죠.
dlga_fighter_parry_warn:fighter_talk_leave_parry|미안합니다. 이 연습은 그만 해야겠습니다.
dlga_fighter_talk_leave_parry:close_window|알겠소. 마음대로 하시오.
dlga_start:fighter_combat_try_again|글쎄...영 시원치 않군, 그렇지 않소? 그렇다고 너무 기분 나빠하지 말고 다시는 실수하지 마시오. 다시 한번 하길 원하시오?
dlga_fighter_combat_try_again:fighter_talk_train_combat|예, 한판 더 합시다.
dlga_fighter_combat_try_again:fighter_talk_leave_combat|아니요, 이 정도면 충분합니다.
dlga_fighter_talk_leave_combat:close_window|알겠소, 마음 바뀌면 다시 말하시오.
dlga_start:fighter_combat_try_again.1|어이, 좋은 스파링이었소. 당신이 날 이겼군, 하지만 다음부턴 좀 조심하시오. 다시 한번 하길 원하시오?
dlga_start:fighter_talk.2|아주 좋소. 당신은 당신이 원하는 방향으로 공격하는 법을 배웠을 것이오. 이것을 다시 할 수도 있고 다른 것을 연습할 수도 있소.
dlga_start:archer_challenge_2|나쁘지 않군. 나쁘지 않소! 당신은 궁술의 기본을 익혔을 것이오. 이제, 같은 것을 석궁으로 연습해보시오. 저기있는 석궁과 볼트를 들고 저 3개의 타겟을 맞춰보시오. 석궁은 활에 비하면 훨씬 쏘기 쉽지만, 조금 재장전 시간이 필요할 것이오.
dlga_start:archer_challenge_2.1|좋소. 석궁을 그리 어렵지 않게 사용하는군. 다음으로 당신은 투척 무기를 배울 것이오. 자벨린을 들고 저기 있는 3개의 목표물을 맞춰보시오.
dlga_start:ranged_end|좋소, 이 연습으로 당신은 모든 3가지 원거리 무기의 기본을 습득하였소. 훈련은 휴식과 병행해야 하오. 매일 훈련을 쉬지 마시오, 열심히 가르쳐 준대로 한다면 당신은 펜도르 최고의 궁술 수준에 도달할 것이오.
dlga_ranged_end:close_window|이제, 이미 그 과정을 거치지 않았다면, 당신은 근접전 교관이나 마술 교관에게 이야길 해보시오. 그들도 당신에게 중요한 스킬을 가르쳐 줄 것이오.
dlga_start:archer_talk|좋은 하루되시길, 젊은 친구. 나는 궁술 훈련을 원하는 이들에게 내 시간을 할애하고 있다오. 만약 당신이 지도를 원한다면, 나에게 알려주시오. 그럼 내가 활과 석궁, 자벨린에 대해 지도해드리리다.
dlga_archer_talk:archer_challenge|예, 원거리 무기를 어떻게 쓰는지 보여주십시오.
dlga_archer_talk:close_window|아니요, 아직 아닙니다.
dlga_archer_challenge:archer_challenge_2|좋소, 첫번째 훈련은 궁술 훈련소에서 이루어질 것이오. 활은 익히기에 어려운 무기지만 충분히 익힌다면, 당신은 빠르고 강하게 목표를 맞출 수 있소. 활과 화살을 잡고 저기 있는 목표물을 맞추시오.
dlga_archer_challenge_2:close_window|좋아요, 준비됐습니다!
dlga_archer_challenge_2:close_window.1|잠깐만요, 다른 걸 해보고 싶습니다.
dlga_start:horseman_melee_challenge_2|말 타기를 즐기길 바라오. 이제 우린 좀 더 어려운 것을 배울 것이오. 저기 보이는 창을 잡고 목표물 주변을 돌면서 적어도 한 번 이상 목표물을 공격해보시오.
dlga_start:horseman_melee_challenge_2.1|멋지군! 당신은 말 위에서 적을 공격하는 법을 배웠소. 그건 초보자들에게 쉬운 일이 아니오. 당신은 이제 활과 화살로 목표를 공격하는 법을 배우게 될 것이오. 당신의 성공을 고려해서 각 목표물을 화살로 맞춰보시오.
dlga_start:horsemanship_end|아주 잘했소. 당신은 이제 말 위에서 적을 활로 쏠 수 있을 것이오. 매일 연습한다면 당신은 말타기의 전문가가 될 것이오.
dlga_horsemanship_end:close_window|이제, 만약 하지 않았다면 근접전 교관이나 궁술 교관에게 가보시오. 당신은 자신을 지키기 위해 배울 수 있는 것을 모두 배워야 할 것이오.
dlga_start:horseman_talk|좋은 날이군! 난 여기에 승마 연습을 하러 왔는데, 내 늙어빠진 뼈가 심하게 쑤셔서 오늘은 그냥 쉬기로 했소. 만약 승마를 배우고 싶다면, 여기서 내 말을 타시오. 당신의 연습은 아마 그 말에게도 좋을 것 같소.
dlga_horseman_talk:horseman_challenge|네, 승마 연습을 하고 싶습니다.
dlga_horseman_talk:close_window|음. 아무래도 나중에 해야겠습니다.
dlga_horseman_challenge:horseman_melee_challenge_2|좋소. 이제, 당신에게 승마와 말 위에서 무기 쓰는 법을 알려드리겠소. 첫 번째는 간단하오. 그냥 말을 타고 코스를 돌기만 하면 되오. 빠르게든 느리게든 당신이 원하는 데로 달리시오. 충분하다고 생각하시면 나에게 와서 좀 더 어려운 연습을 할 수 있소.
dlga_horseman_melee_challenge_2:close_window|알겠습니다. 전 준비됐습니다.
dlga_horseman_melee_challenge_2:close_window.1|잠시만요. 다른 걸 먼저 하고 싶습니다.
dlga_tutorial_troop_default:close_window|이보시오, 난 여기서 연습 중이잖소. 원거리 무기를 지도받고 싶다면 궁술 교관에게 가서 말을 걸어보시오.
dlga_start:lord_prison_break_confirm_3|계획에 변화가 있나요?
dlga_start:lord_prison_break|무슨 일이오?
dlga_start:drunk_response|뭘 쳐다 보는거요?
dlga_start:drunk_response.1|당신, 왜 날 쳐다보는거요?
dlga_player_duel_response:close_window|쓰레기 같은 놈이였{reg63?소.:습니다.}
dlga_player_duel_response:close_window.1|내가 죽는 것보다 그가 죽는게 낫지.
dlga_drunk_response:drunk_fight_start|잘은 모르겠지만... 확실히, 어떤 종류의 짐승이긴 한데...
dlga_drunk_response:drunk_fight_start.1|미안하오. 내가 사과하리다.
dlga_drunk_fight_start:close_window|그 추접스러운 얼굴에서 웃음을 사라지게 해주지!
dlga_drunk_response:drunk_player_high_renown|당신 내가 누군지는 아시오?
dlga_drunk_player_high_renown:drunk_fight_start|내가 무슨 상관인데?
dlga_drunk_player_high_renown:drunk_player_high_renown_1|음..사실.. 예, 예, 당신이 누군지 잘 알고말구요, {reg63?경:부인}. 제발 저를 용서해주세요, 각하!, 이게 다 술때문이라서..눈앞에서 사라지겠습니다요.
dlga_drunk_player_high_renown_1:drunk_fight_start|싸우고싶으면, 한판 붙어보자고!
dlga_drunk_player_high_renown_1:close_window|자, 여기서 나가주세요. [선술집에서 싸움은 그만하자]
dlga_start:fistfight_response|당신은 몇 가지 곤란한 점을 가지고 있고, 그것을 나누고 싶어하는 {reg63?친구:부인}같군요. 나에게 사업상의 제안이 있습니다.
dlga_fistfight_response:fistfight_response_2|어때?
dlga_fistfight_response_2:fistfight_response_2a|좋아요. 당신이 관심있어 하는것 같아 기쁘군요. 여기 계획이에요... 조금 복잡하긴하지만 잘 듣고 있군요. 
dlga_fistfight_response_2a:fistfight_response_3|당신과 여기 다른 친구들이 여기서 무기와 갑옷 없이 싸움을 시작하세요. 내가 여기 뒤에 앉아서 돈을 걸고, 그 이득을 승리자와 나누겠소. 만약 우리가 진다면, 내가 손실을 담당하리다. 당신은 어떤 손해도 없을거요. 물론 약간의 피흘린 것을 제외한다면...
dlga_fistfight_response_3:fistfight_response_4|모든 사람이 벌써부터 돈을 거는 저 멋진 경기장에서의 한판 승부를 우리가 열지 못하겠지만, 사람들이 소음에 이끌려 걸어와 한 두푼을 자기가 이길 거라 생각하는 사람에 걸게 될 것이오. 물론 당신들 둘 중에 하나겠지. 나는 그들에게 '공정한' 배당을 줄 것이오. 하긴 이미 맥주 3병을 마신 사람에게는 그 어떤 일도 너무 교묘해서 알아차리기 힘들겠지.
dlga_fistfight_response_4:fistfight_response_4a|그래서, 당신도 알겠지만, 이 속임수는 당신이 지고 있다고 가능한한 오래 보이게 만드는데 있지, 사람들은 상대방에게 걸게 될 거고, 그렇게 되면 빠르게 상황을 역전시켜 승리하는 거지, 배당이 역전되기 전에 말이야. 최고로 많이 돈을 버는 법은 당신이 거의 바닥에 널부러졌을 때, 뛰어올라 상대방을 발로 걷어차버리는 거야. 그렇게 승리하면 돈을 벌게 되는거지.
dlga_fistfight_response_4a:fistfight_response_5|또한, 싸움을 최대한 오래 지속시키야지, 그렇지 않으면 사람들이 의심할 걸. 그래서, 당신들 중 누구라도 주먹을 맞고 피를 약간 흘려줘야 해, 난 누구의 피라도 신경쓰진 않지만...
dlga_fistfight_response_5:fistfight_response_5a|그리고 좀 다른 얘기지만 당신의 적, 그가 혼란에 빠지지 않고, 당신에게 곧바로 온다면! 그 때가 당신의 예술적 수완이 필요한 때지.
dlga_fistfight_response_5a:fistfight_response_confirm|그래, 어떻게 생각하시오?
dlga_fistfight_response_confirm:close_window.1|내게는 더 좋은 다른 일이 있군요.
dlga_start:ramun_introduce_1|안녕하신가, {reg63?젊은이:아가씨}.
dlga_ramun_introduce_1:ramun_introduce_2|실례요만, 상인처럼 보이시는데 상품은 전혀 보이지가 않는군.
dlga_ramun_introduce_1:close_window|아무것도 아니오.
dlga_ramun_introduce_2:ramun_introduce_3|상인, 아 그렇지, 난 의심할 여지 없이 상인이야. 하지만 내가 취급하는 것들은 대부분의 것들과는 다르지. 하루 두끼 식사를 먹여줘야 하고 물도 줘야하지. 또, 내가 안 보는 사이에 달아나려고까지 한다네.
dlga_ramun_introduce_3:ramun_introduce_4|가축이오?
dlga_ramun_introduce_4:ramun_introduce_5|거의 맞췄군. 나는 내가 이 세상 모든 배들을 움직인다고 말하곤 하지. 노를 저어서 움직이는 배들 말이야. 노를 저을 사람들이 없다면, 배들이 다 멈춰 버릴 것 아닌가?
dlga_ramun_introduce_5:ramun_introduce_6|노젓는 노예들이군.
dlga_ramun_introduce_6:ramun_introduce_7|이제야 맞췄군! 이곳같은 무역항은 노예들 없이는 살아갈 수가 없다네. 매 항해마다 노예들을 조금씩 잃다보니, 늘 수요가 많거든. 선장들은 내게 와서 좋은 값에 사가지.
dlga_ramun_introduce_7:ramun_introduce_8|노예들은 어디서 오는 것이오?
dlga_ramun_introduce_8:ramun_introduce_9|대부분은 관헌에서 사오는 유죄판결된 범죄자들이야. 다른이들은 다양한 국가에서 온 전쟁포로들인데, 내가 값을 제일 잘 쳐주기 때문에 나에게로 데려와지지. 특별한 경우엔 사략선이나 다른... '개인'에게서 사기도 한다네. 뭘 그리 법석을 떠나. 이 바닥이 다 그래. 자네 혹시 포로 생길 일 없나?
dlga_ramun_introduce_9:ramun_introduce_10|나? 
dlga_ramun_introduce_10:ramun_introduce_11|왜 자네라고 안될일 있나? 자네가 이 마을에서 나가면, 곧 어떤 사람들이랑 싸움이 생기게 되어있어. 그리고 뭐... 아마 이기겠지? 그렇다면 돈을 조금만 더 벌 수 있다구. 그 녀석들을 생포해서 가지고 오면, 내가 한 명당 50 디나르에 사주지. 그 녀석들이 어디서 뭘 하던 놈들인지는 상관 안해.
dlga_ramun_introduce_11:ramun_introduce_12|음... 생각해 보겠소.
dlga_ramun_introduce_12:close_window|그럼, 그럼! 물론 생각해봐야지. 세상에 널린 게 돈이야. 우리가 쓰기에 넘칠 정도지.
dlga_start:ramun_talk|안녕하시오, {playername}.
dlga_ramun_pre_talk:ramun_talk|다른 용건이라도?
dlga_ramun_talk:ramun_sell_prisoners|라문씨, 포로들을 좀 데려왔는데. 한번 보시겠오?
dlga_ramun_talk:ramun_sell_prisoners_all|라문씨, 포로들을 좀 데려왔는데. 이 포로들을 한번에 팔고 싶소.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|음... 어디보자...
dlga_ramun_sell_prisoners_all:ramun_sell_prisoners_2|음... 어디보자...
dlga_ramun_sell_prisoners_2:close_window|자네와 거래하는 것은 늘 좋군, 그래.
dlga_ramun_talk:ramun_ask_about_capturing|어떻게 하면 사람을 포로로 잡을 수 있소?
dlga_ramun_talk:ramun_ask_about_capturing.1|포로를 어떻게 잡느지 다시한번 말해 보시겠소?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|음... 자네 이런 것은 처음이구만? 좋아, 내가 좀 쉽게 설명해주지. 자네 곤봉이나 메이스같은 둔기류의 무기 있지? 그런걸로 적들을 기절시키라고. 칼로 베어 죽여버리면 노예로 쓸 수가 없잖나.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|물론이죠.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|음... 둔기가 없는데?
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|잘 됐네. 그럼 그냥 나가서 두들겨 눕히게. 그 다음, 쇠고랑에 채워서 나한테 데리고 오면 되는거지. 뭐... 귀족들은 워낙 갑옷을 잘 입고 있어서 아무거나로 때려도 기절하지만, 보통 놈들을 칼 같은 것으로 베면 피를 철철 흘리거든. 내가 노예로 사는 놈들을 깐깐하게 고르진 않지만, 적어도 숨은 쉬는 놈들이었으면 좋겠네.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|없다구? 뭐, 오늘 자네 운이 좀 좋군. 마침 내가 버릴려고 한 곤봉이 하나 있는데... 좀 낡았지만 아직 쓸만할 거야. 그걸 자네한테 주지.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|고맙소, 라문씨. 한번 해보지.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|좋아, 내가 다시 한번 설명해주지. 자네 곤봉이나 메이스같은 둔기류의 무기 있지? 그런걸로 적들을 기절시키라고. 칼로 베어 죽여버리면 노예로 쓸 수가 없잖나. That way he goes to sleep for a little while rather than bleeding to death, you see? It's a bit different for nobles and such, they tend to be protected enough that it won't matter what kind of weapon you use, but your average rabble-rouser will bleed like a stuck pig if you get him with something sharp.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|음... 알 것 같군요.
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|뭐... 사실 그렇게 딱 알만큼 쉬운 일도 아니지. 둔기류의 무기들은 다른 무기들보다 데미지를 적게 준다고. 자네가 이 주변 도적들과 만났을 때, 뭐 누가 곤봉 쓴다고 봐줄 줄 알아? 잘못하면 오히려 니가 잡힌다고. 또, 포로로 잡힌 녀석들은 자네의 이동 속도도 감소시킨다네. 그 이유 때문에 많은 사람들이 전투 후에 포로들을 그냥 놓아주기도 하고 말이야. 그 아까운 걸... 그게 다 돈인데...
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|그렇군요. 이제 다 된거죠?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|마지막으로 하나만 말해주지. 잡은 포로들을 관리하는 것도 결코 쉬운 일이 아니라네. 여러 명의 포로들을 한꺼번에 관리하는 것, 그것도 다 기술이야. 기술이 없다면 포로를 한 명도 못 잡을 것일세.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|고맙군요, 명심하죠.
dlga_ramun_talk:ramun_casino_1|라문, 모든걸 운에 맡기고 한판 붙어볼래?
dlga_ramun_casino_1:ramun_casino_2|하! 행운이 내 편이라는걸 확신한다고!
dlga_ramun_casino_1:ramun_talk|난 패스, 이번주에 영 운이 안 좋았거든.
dlga_ramun_casino_2:ramun_casino_3|중요한 건은 이거야: 너에게 펜도르 어딘가에서 온 특별한 노예를 {reg37} 디나르에 팔도록하지. 그게 아니면, 나는 너의 판돈을 가져가겠지. ^^ 그럼 시작해볼까 ... 아니면 도망갈래?
dlga_ramun_casino_3:ramun_casino_4|주사위를 던져보자고.
dlga_ramun_casino_3:close_window|이 주사위 뭔가 꺼림직한걸.. 난 패스.
dlga_ramun_casino_3:ramun_leave|너의 배팅은 너무 크잖아. 난 패스
dlga_ramun_casino_4:ramun_leave|너는 늙은 라문의 말을 들었어야지! 행운은 나의 편이다!
dlga_ramun_casino_4:close_window|아무래도 내가 속은 거 같구만, 이 불행함이란! 노예들은 곧 당신에게 인도하겠네.
dlga_ramun_talk:ramun_leave|이제 그만 가봐야겠어요.
dlga_ramun_leave:close_window|기억하게. 어떤 포로든 내게 데려오게. 내가 모두 좋은 값에 사도록 하겠네!
dlga_start:close_window.5|{!}Added_to_match_dialog_ids_with_translations.
dlga_start:close_window.6|내가 정중히 요청하는데, 거기. 두 손을 내가 볼 수 있도록 두시지.
dlga_start:manhunter_talk_b|{s4}
dlga_manhunter_talk_b:manhunter_talk_b1|용감한 민병대를 만나서 반갑소! 서로 나눌만한 새로운 소식이 있소?
dlga_manhunter_talk_b1:manhunter_talk_b2|
dlga_manhunter_talk_b:militia_give_troops|나는 당신에게 병력을 주고 싶소..
dlga_militia_give_troops:militia_give_troops_continue|당신에게 축복을 {reg63?나리:아가씨}, 우리는 더 많은 병력을 사용 할 수 있습니다.
